Gen	t_n15	t_n16	t_n17	t_n18	t_n19	t_n20	t_n21	t_n22	t_n23	t_n24	t_n25	t_n26	t_n27	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
185000	1.5144141	0.8842722	0.7615552	0.6473078	0.5026151	0.3026124	1.0441988	0.3948537	0.2450823	0.2206602	0.0798089	0.0680207	0.2366541	0.0244986	0.0166981	0.1384983	0.2796627	0.1921303	0.3153349	-155950.161
185010	1.5113798	0.8869422	0.7585578	0.6453001	0.5255675	0.2819559	1.0906100	0.3929103	0.2388061	0.2190539	0.0741006	0.0669814	0.2334518	0.0292565	0.0166981	0.1384983	0.3598266	0.2321316	0.2872400	-155954.012
185020	1.5445469	0.8972879	0.7592048	0.6339342	0.4825822	0.3156359	1.2046405	0.4029742	0.2445547	0.2176715	0.0754592	0.0673327	0.2231133	0.0231448	0.0253281	0.1340600	0.2276636	0.2855195	0.5609113	-155951.092
185030	1.5571590	0.9011349	0.7563624	0.6620890	0.4751510	0.3111376	1.2287630	0.4078303	0.2492681	0.2135276	0.0814588	0.0728994	0.2364113	0.0274295	0.0159653	0.1171963	0.2732604	0.2567021	0.1674310	-155960.974
185040	1.5442997	0.8840711	0.7649730	0.5852264	0.4474333	0.2926157	1.2185636	0.3806100	0.2409120	0.2135842	0.0841950	0.0749121	0.2320143	0.0258446	0.0161820	0.1265429	0.3648628	0.2791347	0.5353667	-155954.003
185050	1.5834168	0.9029944	0.7591196	0.5730694	0.4665195	0.3198782	1.2739474	0.3720729	0.2447605	0.2243739	0.0921350	0.0803942	0.2416356	0.0305044	0.0161820	0.1203928	0.2039121	0.1350228	0.3406325	-155968.002
185060	1.6081917	0.8986521	0.7755695	0.5916238	0.4710872	0.3301033	1.2396223	0.3722228	0.2569527	0.2293869	0.0943863	0.0823261	0.2527031	0.0282902	0.0161820	0.1208558	0.2039121	0.2729266	0.3880076	-155964.453
185070	1.5743823	0.8829500	0.7711212	0.5577824	0.4710872	0.3382489	1.2084921	0.3936940	0.2543272	0.2328514	0.0844407	0.0737140	0.2443550	0.0306447	0.0161820	0.1281219	0.1831729	0.1352600	0.2467629	-155969.211
185080	1.5576794	0.8937202	0.7818719	0.5877941	0.4911280	0.3182258	1.1486222	0.3803151	0.2559750	0.2285531	0.1008413	0.0834023	0.2378247	0.0227175	0.0162877	0.1028102	0.2886269	0.2283979	0.2467629	-155962.509
185090	1.5978650	0.8985993	0.7899042	0.5877941	0.4972456	0.2959540	1.2203914	0.3989952	0.2581389	0.2224781	0.0947178	0.0878163	0.2539670	0.0278430	0.0132831	0.1330496	0.2886269	0.1573506	0.3093792	-155962.622
185100	1.5994584	0.9234143	0.8294565	0.6178471	0.5383938	0.3165438	1.1218522	0.3966002	0.2599398	0.2354799	0.0961592	0.0839309	0.2413196	0.0278430	0.0196712	0.1072831	0.3826031	0.3202794	0.3093792	-155960.984
185110	1.6203809	0.8983653	0.8254912	0.6178471	0.5269163	0.3393803	1.1434192	0.3849536	0.2483083	0.2308603	0.0995060	0.0771352	0.2398506	0.0207185	0.0162413	0.1778467	0.1640126	0.3202794	0.6411425	-155952.411
185120	1.6004019	0.9120094	0.8350794	0.6534140	0.5428985	0.3408274	1.1077800	0.4010032	0.2492125	0.2337418	0.1206192	0.1003946	0.2381324	0.0227643	0.0162413	0.1099584	0.3530000	0.2086090	0.4857780	-155966.382
185130	1.6096238	0.9065979	0.8270086	0.7066083	0.5304328	0.3449412	1.1826156	0.3956511	0.2469103	0.2247854	0.0951454	0.0880723	0.2376414	0.0227643	0.0162413	0.1668344	0.1281336	0.2219604	0.5982087	-155957.081
185140	1.5925705	0.8941771	0.8177852	0.7043260	0.4951456	0.3706015	1.1415905	0.4059919	0.2445914	0.2056783	0.1018963	0.0877272	0.2376414	0.0260553	0.0162413	0.1258250	0.1793144	0.1877849	0.2637188	-155962.281
185150	1.6279407	0.8970961	0.7996022	0.6999702	0.5038829	0.3946365	1.1437803	0.3973689	0.2438956	0.2170837	0.0860293	0.0734056	0.2391082	0.0251477	0.0162413	0.1319331	0.2377335	0.3452380	0.2307557	-155972.297
185160	1.6090689	0.8969933	0.8106156	0.6774401	0.5259350	0.3931157	1.1711379	0.3810984	0.2449089	0.2245726	0.0731401	0.0611148	0.2391082	0.0251477	0.0162413	0.1246142	0.2377335	0.1459283	0.2435017	-155973.809
185170	1.6255190	0.8892145	0.7820859	0.7101393	0.5504689	0.4053490	1.1171329	0.3668107	0.2501125	0.2278867	0.0738477	0.0642481	0.2391082	0.0199073	0.0190972	0.1168768	0.2499016	0.1632118	0.2087196	-155962.132
185180	1.5975374	0.8711143	0.7795491	0.7335606	0.5644374	0.3854404	1.1037581	0.3714918	0.2510273	0.2329783	0.0637510	0.0592563	0.2335771	0.0266542	0.0170165	0.1506043	0.2543172	0.2694526	0.4197359	-155956.306
185190	1.5662161	0.9005783	0.8025342	0.6756538	0.5891639	0.4048316	1.0452191	0.3931287	0.2632839	0.2399834	0.0726282	0.0586524	0.2372087	0.0233259	0.0195273	0.1371872	0.2767439	0.3328699	0.1972926	-155960.782
185200	1.5535874	0.8894481	0.7980407	0.6762163	0.5489574	0.3982569	1.0653633	0.3849041	0.2568315	0.2308025	0.0774315	0.0670329	0.2461796	0.0231734	0.0212349	0.1170004	0.2019655	0.3066442	0.1989040	-155966.776
185210	1.5406688	0.9005133	0.8101899	0.6531824	0.5423867	0.4039468	1.0469776	0.3695999	0.2544945	0.2264935	0.0772782	0.0616839	0.2400711	0.0278968	0.0173335	0.1170004	0.1529213	0.1946967	0.3522237	-155960.720
185220	1.6127258	0.8991738	0.8235118	0.6720367	0.5484218	0.4040703	1.0349445	0.3737338	0.2498939	0.2221412	0.0740131	0.0662024	0.2420595	0.0240918	0.0173335	0.1394423	0.1494817	0.3014905	0.2211565	-155968.741
185230	1.5874304	0.9015787	0.8140871	0.7211749	0.5807309	0.4094281	1.0179774	0.3593472	0.2498939	0.2029138	0.0717752	0.0630505	0.2400578	0.0318863	0.0173335	0.1409270	0.2505315	0.1779692	0.3435103	-155969.539
185240	1.5970345	0.8873722	0.7913803	0.7450926	0.5964560	0.4150066	1.0727844	0.3877279	0.2462999	0.2129783	0.0701565	0.0616318	0.2405180	0.0283439	0.0178269	0.1332706	0.2967584	0.2149805	0.2803419	-155959.506
185250	1.6120504	0.8963543	0.7557065	0.7254912	0.5851899	0.4242615	1.0803401	0.3849354	0.2499839	0.1949352	0.0618066	0.0562128	0.2445729	0.0247839	0.0178884	0.1345371	0.2975236	0.2010689	0.2823616	-155966.977
185260	1.6389493	0.8944243	0.7632615	0.7210225	0.6020699	0.4408782	1.0902079	0.4020633	0.2495227	0.2038526	0.0677632	0.0529076	0.2332145	0.0209543	0.0179627	0.1446213	0.2439072	0.1795068	0.2981786	-155959.298
185270	1.6263292	0.8978760	0.7643140	0.7693982	0.6067144	0.4853361	1.1480622	0.3977281	0.2369150	0.1964633	0.0605404	0.0546826	0.2326562	0.0229308	0.0208351	0.1222447	0.3254374	0.2101719	0.2553682	-155957.511
185280	1.6094596	0.8912131	0.7503351	0.7693982	0.6296844	0.4853361	1.1237598	0.3661556	0.2448498	0.1933040	0.0600646	0.0526493	0.2350525	0.0272090	0.0184089	0.1222447	0.1610067	0.2023761	0.1383422	-155959.782
185290	1.6244153	0.9106187	0.7364526	0.7372141	0.6574488	0.5177118	1.1177555	0.3671452	0.2412605	0.1782243	0.0655567	0.0600542	0.2376389	0.0236973	0.0184089	0.1368182	0.3284730	0.1917844	0.2710487	-155953.496
185300	1.6007948	0.8910276	0.7303246	0.7387564	0.6532994	0.4966626	1.1010201	0.3742092	0.2346597	0.1774720	0.0678005	0.0600542	0.2268908	0.0236973	0.0167280	0.1179530	0.2544752	0.1890970	0.3500906	-155959.101
185310	1.6482247	0.9202924	0.7370705	0.7291084	0.6524297	0.5110453	1.1055113	0.3685573	0.2320219	0.1836513	0.0684847	0.0628622	0.2218830	0.0236973	0.0167280	0.1179530	0.1909901	0.3608069	0.1874047	-155953.028
185320	1.6497636	0.8942997	0.7332242	0.7218343	0.6472131	0.4812096	1.0343276	0.3423100	0.2345581	0.1904732	0.0783184	0.0697014	0.2323848	0.0236973	0.0173863	0.1172793	0.2267515	0.1452251	0.2673219	-155958.685
185330	1.6317008	0.8820974	0.7313816	0.7218343	0.6278265	0.4434001	1.0447491	0.3236150	0.2382289	0.2011149	0.0806095	0.0684965	0.2337591	0.0236973	0.0173863	0.1172793	0.2018970	0.1557991	0.1663707	-155960.870
185340	1.6483989	0.9061254	0.7679773	0.7492509	0.6309343	0.4300358	1.0630704	0.3550921	0.2392461	0.2047005	0.0833783	0.0690418	0.2341753	0.0258317	0.0173863	0.1172793	0.3521772	0.2506551	0.3948271	-155953.930
185350	1.6276821	0.9062490	0.7677094	0.7624770	0.6180055	0.4279569	1.0464627	0.3657418	0.2417400	0.2155445	0.0797366	0.0715114	0.2341753	0.0258317	0.0173863	0.1104588	0.2301865	0.1315054	0.1456615	-155960.487
185360	1.6140958	0.8769822	0.7585605	0.7315593	0.6191450	0.4833137	1.0790464	0.3820544	0.2470238	0.2074881	0.0747461	0.0682411	0.2439921	0.0225139	0.0179774	0.1039931	0.3006647	0.2715515	0.2500126	-155954.110
185370	1.6275487	0.8853159	0.7713117	0.7565271	0.5687581	0.4669616	1.1018457	0.3878252	0.2563609	0.2285946	0.0811519	0.0738576	0.2389289	0.0228762	0.0168000	0.1321691	0.1937921	0.2213189	0.2873229	-155968.290
185380	1.6287648	0.8933836	0.7796785	0.7565271	0.5730261	0.4559893	1.0946228	0.4013898	0.2490438	0.2281390	0.0803240	0.0662519	0.2341520	0.0228762	0.0183213	0.1275383	0.2416502	0.2070096	0.3369936	-155955.301
185390	1.6384019	0.9043142	0.7791810	0.7520048	0.5774132	0.4664650	1.1242128	0.4015897	0.2490508	0.2279435	0.0732243	0.0679137	0.2332111	0.0217317	0.0142195	0.1272295	0.4233620	0.1932177	0.3458976	-155963.882
185400	1.6350173	0.8646553	0.7904469	0.6929811	0.5783993	0.4678654	1.1474561	0.3984475	0.2451684	0.2137174	0.0769364	0.0703783	0.2384039	0.0213272	0.0156887	0.1133732	0.3289737	0.2206493	0.2436379	-155947.590
185410	1.6429988	0.8842242	0.8060519	0.7015280	0.5928029	0.4606321	1.1974095	0.3892980	0.2504379	0.2272829	0.0772434	0.0708819	0.2457053	0.0224055	0.0204308	0.1133732	0.1901990	0.3092349	0.2436379	-155957.231
185420	1.6742149	0.8905498	0.7824459	0.7104266	0.6115042	0.4642113	1.2104857	0.3981791	0.2595815	0.2099424	0.0739536	0.0675868	0.2483479	0.0221268	0.0153097	0.1133732	0.3012818	0.1741460	0.3292654	-155952.478
185430	1.6675176	0.9091399	0.7782732	0.7537554	0.6250348	0.4228640	1.1006004	0.3685063	0.2524166	0.2150056	0.0791532	0.0714138	0.2396110	0.0258442	0.0153097	0.1133732	0.2641383	0.2175658	0.3643901	-155954.103
185440	1.6280582	0.8992830	0.7718745	0.7379864	0.6356662	0.4597185	1.0442003	0.3942072	0.2480875	0.2154887	0.0747830	0.0634834	0.2396110	0.0258442	0.0185415	0.1133732	0.2641383	0.2383953	0.2156488	-155948.942
185450	1.6332910	0.9114839	0.8173257	0.7632578	0.6447564	0.4090270	1.0528898	0.3942072	0.2452264	0.2220287	0.0739510	0.0698659	0.2315860	0.0236330	0.0251259	0.1249288	0.2641383	0.4698378	0.3005960	-155956.452
185460	1.6036509	0.8931994	0.7839524	0.7632578	0.6370441	0.4448121	1.0228545	0.3941531	0.2355046	0.2138414	0.0759044	0.0698659	0.2325361	0.0206351	0.0147444	0.1105868	0.2013451	0.1560662	0.1681987	-155959.693
185470	1.6248574	0.9107746	0.7776972	0.7806895	0.6235911	0.4164568	1.0702476	0.4027933	0.2350205	0.2104336	0.0821949	0.0727826	0.2288065	0.0266608	0.0164825	0.1199670	0.2003027	0.2378424	0.3238829	-155955.896
185480	1.6176429	0.9298233	0.8059354	0.8261008	0.6124430	0.4365495	1.0144927	0.3958870	0.2503125	0.2217378	0.0812160	0.0683641	0.2364988	0.0251781	0.0164825	0.1284595	0.2523401	0.2298415	0.2944910	-155967.503
185490	1.6601249	0.9422579	0.8334627	0.8261008	0.6457231	0.4389605	1.0516856	0.3914629	0.2537835	0.2293156	0.0852756	0.0735709	0.2479078	0.0216644	0.0175850	0.1193792	0.2523401	0.1646262	0.2944910	-155963.868
185500	1.6600957	0.9079110	0.8234304	0.8021881	0.6389618	0.3859880	1.1066947	0.3853373	0.2566552	0.2413272	0.0807628	0.0735709	0.2474850	0.0241812	0.0157656	0.1193792	0.2523401	0.1797739	0.1811431	-155952.480
185510	1.6472396	0.9151564	0.8226820	0.8023335	0.6792925	0.4205881	1.0739766	0.3761376	0.2502022	0.2342530	0.0848670	0.0744660	0.2445945	0.0276974	0.0171034	0.1101543	0.2523401	0.1900533	0.1718133	-155960.117
185520	1.6438153	0.9001941	0.8026889	0.7764093	0.6201421	0.4170419	1.0519465	0.3761376	0.2608183	0.2115703	0.0806836	0.0743263	0.2550818	0.0215830	0.0171034	0.0920361	0.2523401	0.2435613	0.1867168	-155947.913
185530	1.6386930	0.9108360	0.7800924	0.7492820	0.6029730	0.4038764	1.0408459	0.3843546	0.2668988	0.2329806	0.0892290	0.0788954	0.2436538	0.0211301	0.0175278	0.1060805	0.2377953	0.1942798	0.1689403	-155955.256
185540	1.6732338	0.9294315	0.7510297	0.7492820	0.6131812	0.3891470	1.0959370	0.3665785	0.2612924	0.2281000	0.0826984	0.0738350	0.2569271	0.0277353	0.0164930	0.1100991	0.2377953	0.2163946	0.2772735	-155974.979
185550	1.6467799	0.9055162	0.7423918	0.7276158	0.6122071	0.3989785	1.1137422	0.4007591	0.2656120	0.2306137	0.0837984	0.0740035	0.2626184	0.0277353	0.0154955	0.1231598	0.4520213	0.3755744	0.2122852	-155954.924
185560	1.6186781	0.9007779	0.7583773	0.7262379	0.5962812	0.4255033	1.0687444	0.4007591	0.2581209	0.2363022	0.0837984	0.0796661	0.2480173	0.0223763	0.0189921	0.1369474	0.2018380	0.1774830	0.3161728	-155952.541
185570	1.6280265	0.8860146	0.7149874	0.7510756	0.5833536	0.4128120	1.0805076	0.4007591	0.2584495	0.2378483	0.0865818	0.0766120	0.2517033	0.0297417	0.0166684	0.1350675	0.5338775	0.1209247	0.2174049	-155958.901
185580	1.6103352	0.8867930	0.7170883	0.7215145	0.6123493	0.4047744	1.1091577	0.3854510	0.2549659	0.2308935	0.0901223	0.0774037	0.2480989	0.0273987	0.0166684	0.1020562	0.2489533	0.1527072	0.2565038	-155949.023
185590	1.6080182	0.8897270	0.7225725	0.7769437	0.6344516	0.4889632	1.1130401	0.3839801	0.2556068	0.2272829	0.0892304	0.0777827	0.2511109	0.0273987	0.0159424	0.1131229	0.1743391	0.1980955	0.2515248	-155955.451
185600	1.6035824	0.8992694	0.7269751	0.7775159	0.6372754	0.4905375	1.2212873	0.3967097	0.2530800	0.2153300	0.0896780	0.0628879	0.2500819	0.0219861	0.0129940	0.1293488	0.1743391	0.2582370	0.2515248	-155961.358
185610	1.6444814	0.9128545	0.7410551	0.7589233	0.6244469	0.4841684	1.2354133	0.3973790	0.2555930	0.2250451	0.0826468	0.0604360	0.2440492	0.0219861	0.0179730	0.1163420	0.1778957	0.2752269	0.1641705	-155957.677
185620	1.5824035	0.8992891	0.7593849	0.7271331	0.6013637	0.4715477	1.1912801	0.3981456	0.2539250	0.2318690	0.0859367	0.0598309	0.2440492	0.0279026	0.0179730	0.1170856	0.3253391	0.2821375	0.2340553	-155966.936
185630	1.6009621	0.8933805	0.7339160	0.6867882	0.5739751	0.4345455	1.1949639	0.4093715	0.2569953	0.2264669	0.0833291	0.0694726	0.2496644	0.0223973	0.0151941	0.1170856	0.1693502	0.2619984	0.2369356	-155949.337
185640	1.6266577	0.9016637	0.7413323	0.7101648	0.5650142	0.4311296	1.2370754	0.3870955	0.2678713	0.2361604	0.0756157	0.0589799	0.2518344	0.0223973	0.0165587	0.0993916	0.1961854	0.2171201	0.2369356	-155960.737
185650	1.6354292	0.8985335	0.7386687	0.7281843	0.5886358	0.4383173	1.2455565	0.4020023	0.2605621	0.2407109	0.0775280	0.0675602	0.2484467	0.0255453	0.0165587	0.1238986	0.2668210	0.1418201	0.4785587	-155953.283
185660	1.6072741	0.8812329	0.7170504	0.7226217	0.5846598	0.4653255	1.2667974	0.3824207	0.2646595	0.2382804	0.0739077	0.0690349	0.2376860	0.0287613	0.0165587	0.1080482	0.2668210	0.1062429	0.2345424	-155958.679
185670	1.6149375	0.8990653	0.6968703	0.7368841	0.5833146	0.4955640	1.2269169	0.3890841	0.2503748	0.2235310	0.0806597	0.0727277	0.2412559	0.0304515	0.0171497	0.1097515	0.2227774	0.1062429	0.2207553	-155956.122
185680	1.6137408	0.8792480	0.7442737	0.6707387	0.5833146	0.4824101	1.2725887	0.3927445	0.2418786	0.2183487	0.0704799	0.0666866	0.2345344	0.0242301	0.0172300	0.1227303	0.3395894	0.3131002	0.2207553	-155958.554
185690	1.5815657	0.8703443	0.7223642	0.6394809	0.5833146	0.5127654	1.2525780	0.3938698	0.2459792	0.2242948	0.0764632	0.0666866	0.2389426	0.0237587	0.0221129	0.1199678	0.2923735	0.3221390	0.1741293	-155956.171
185700	1.5909556	0.8861755	0.7473152	0.6394809	0.5668912	0.4790536	1.2283572	0.3742900	0.2459792	0.2225060	0.0770212	0.0662797	0.2414782	0.0262425	0.0158951	0.1128406	0.1804120	0.1501869	0.1943921	-155956.993
185710	1.5721629	0.8955277	0.7599326	0.6394809	0.5740592	0.4790536	1.2352073	0.3542190	0.2484509	0.2279479	0.0735753	0.0649574	0.2336571	0.0212114	0.0205940	0.1370037	0.2219887	0.2376256	0.2949749	-155973.495
185720	1.5628296	0.8947266	0.8002921	0.6613219	0.5803771	0.4851094	1.2237272	0.3466120	0.2368656	0.2132602	0.0684170	0.0637779	0.2340435	0.0255290	0.0184769	0.1177120	0.2396297	0.2630166	0.2805448	-155953.237
185730	1.5629308	0.8980316	0.8117754	0.6804105	0.5636351	0.4851094	1.2435912	0.3500239	0.2416508	0.2222094	0.0632609	0.0550098	0.2317801	0.0250502	0.0185788	0.1589201	0.1735667	0.3308087	0.3464703	-155954.004
185740	1.5536367	0.9041939	0.8296336	0.6804105	0.5854601	0.4851094	1.2818342	0.3642599	0.2478967	0.2252813	0.0629892	0.0553583	0.2321366	0.0252432	0.0209254	0.1552031	0.2061525	0.2334207	0.4204904	-155965.687
185750	1.5507043	0.8824287	0.8259813	0.6775607	0.5861837	0.4908185	1.2330568	0.3693245	0.2514853	0.2222159	0.0630869	0.0560024	0.2413811	0.0253158	0.0175595	0.1542908	0.2455514	0.2334207	0.2417401	-155952.473
185760	1.5528498	0.8824287	0.8174024	0.6443494	0.5707517	0.4609936	1.2176343	0.3690591	0.2468394	0.2276723	0.0713145	0.0530239	0.2415400	0.0253158	0.0191896	0.1231748	0.2132224	0.3477665	0.2560073	-155956.936
185770	1.5372902	0.8767243	0.8178260	0.6443494	0.5615237	0.4676185	1.1704826	0.3889400	0.2491973	0.2132983	0.0704337	0.0595003	0.2415400	0.0300282	0.0164665	0.1231748	0.1866966	0.3105106	0.2560073	-155953.183
185780	1.5598135	0.8810686	0.8271056	0.6546582	0.5727277	0.4676185	1.1816065	0.3824616	0.2490577	0.2003394	0.0660296	0.0574305	0.2399793	0.0311363	0.0167448	0.1249609	0.1758301	0.2314690	0.3439549	-155961.700
185790	1.5437956	0.8706826	0.7985105	0.6546582	0.6001168	0.4855680	1.1693816	0.3492259	0.2419361	0.1916658	0.0696516	0.0528862	0.2348803	0.0239489	0.0293499	0.1249609	0.1602349	0.4448086	0.2938095	-155962.667
185800	1.5516610	0.8942061	0.7964142	0.6546582	0.6001168	0.4882330	1.1260135	0.3415184	0.2432975	0.1992887	0.0686416	0.0586958	0.2348803	0.0254465	0.0204901	0.1249609	0.2706785	0.2353222	0.3435982	-155956.285
185810	1.5897919	0.8905735	0.7845152	0.6689245	0.6001168	0.4489169	1.1430588	0.3518510	0.2471349	0.1996882	0.0624574	0.0567787	0.2391151	0.0259794	0.0192152	0.1634797	0.3773632	0.1399176	0.5916951	-155957.174
185820	1.5931534	0.8936640	0.8094445	0.6689245	0.6103552	0.4713966	1.1571876	0.3613070	0.2483881	0.1848627	0.0640826	0.0578313	0.2391151	0.0259794	0.0161031	0.1250306	0.3365917	0.3930843	0.3367421	-155962.251
185830	1.5850318	0.8992275	0.8120870	0.6902515	0.6351175	0.4520222	1.1518008	0.3437830	0.2394844	0.1913409	0.0730602	0.0609334	0.2294767	0.0267243	0.0233602	0.1250306	0.2650750	0.2219336	0.3061672	-155967.989
185840	1.6108951	0.8992275	0.8064544	0.6902515	0.6351175	0.4475144	1.1502909	0.3569697	0.2421501	0.1722280	0.0677468	0.0543602	0.2336777	0.0224659	0.0227772	0.1334404	0.2115479	0.3619875	0.2848992	-155964.084
185850	1.6168288	0.8738247	0.7762340	0.7145413	0.6281408	0.4792003	1.2433876	0.3652182	0.2421501	0.1915249	0.0595930	0.0546248	0.2362133	0.0235801	0.0185267	0.1009582	0.1504456	0.2401430	0.2505863	-155956.768
185860	1.6504533	0.9007254	0.8043219	0.7347918	0.6603671	0.4762033	1.1758678	0.3629802	0.2456400	0.1961831	0.0608193	0.0587521	0.2333411	0.0259611	0.0145065	0.1325258	0.2756028	0.2976910	0.2505863	-155957.019
185870	1.6700738	0.9024254	0.8158194	0.7869305	0.6401228	0.4578764	1.1968220	0.3794361	0.2415071	0.2033077	0.0672948	0.0615825	0.2350501	0.0249168	0.0179972	0.1325258	0.1913676	0.2927217	0.2914701	-155950.212
185880	1.6725178	0.9056784	0.8179708	0.7869305	0.6792639	0.4465225	1.2200430	0.3961478	0.2432682	0.2122500	0.0673023	0.0549611	0.2378399	0.0249168	0.0179972	0.1135470	0.1779512	0.2433568	0.1799086	-155956.366
185890	1.6802764	0.8982478	0.8342546	0.7529307	0.6447110	0.4948992	1.1830409	0.3822650	0.2346932	0.2162950	0.0782872	0.0446605	0.2298552	0.0249168	0.0179972	0.1286220	0.2694686	0.2287163	0.2527601	-155962.025
185900	1.6836400	0.8826191	0.8146318	0.8098438	0.6774040	0.5089440	1.1737656	0.3909757	0.2527029	0.2237918	0.0886309	0.0429381	0.2365767	0.0249168	0.0145412	0.1016150	0.2694686	0.2489864	0.2931290	-155964.561
185910	1.6747379	0.8902249	0.8044170	0.8152199	0.6848485	0.5000083	1.2246379	0.3837856	0.2569150	0.2279257	0.0840350	0.0450485	0.2503123	0.0249168	0.0166531	0.1557518	0.3410951	0.2521169	0.3409363	-155962.017
185920	1.6761075	0.8990467	0.8089125	0.8152199	0.6899825	0.5594185	1.2277095	0.3875139	0.2581241	0.2376412	0.0785276	0.0598829	0.2503123	0.0221567	0.0236427	0.1256751	0.3023802	0.4414678	0.2617225	-155959.108
185930	1.6887308	0.9082041	0.8118812	0.7895755	0.7141372	0.5594185	1.2548912	0.4072485	0.2566993	0.2322044	0.0663530	0.0554806	0.2518576	0.0322975	0.0174248	0.1119564	0.3203339	0.3236528	0.1863225	-155957.482
185940	1.7056201	0.9211496	0.8063650	0.7863059	0.6785460	0.5526426	1.2298628	0.3747339	0.2549529	0.2298589	0.0704952	0.0551832	0.2385975	0.0251605	0.0154082	0.1066816	0.1815362	0.2547234	0.2837560	-155956.920
185950	1.7406555	0.9315018	0.8172834	0.8042843	0.6706650	0.5551045	1.3062905	0.3628009	0.2486086	0.2222165	0.0783399	0.0691297	0.2443601	0.0243327	0.0178247	0.1158537	0.1815362	0.3314691	0.2891406	-155947.126
185960	1.7740586	0.9170316	0.8102274	0.7627513	0.6706650	0.5551045	1.2586267	0.3703716	0.2451314	0.2146177	0.0860585	0.0803192	0.2356043	0.0243327	0.0215309	0.1037485	0.2038214	0.3475149	0.2723515	-155961.687
185970	1.7419451	0.9037019	0.8195712	0.7753528	0.6592018	0.5551045	1.2358201	0.3650799	0.2393810	0.2079637	0.0897203	0.0757776	0.2227072	0.0243327	0.0158660	0.1331280	0.2038214	0.3475149	0.3309063	-155962.652
185980	1.7419451	0.8964163	0.7955376	0.7753528	0.6850839	0.5701990	1.2670323	0.3486140	0.2172891	0.1994812	0.0789246	0.0665446	0.2117044	0.0263271	0.0138894	0.1641970	0.1698845	0.3860301	0.2327474	-155958.024
185990	1.7283602	0.8964163	0.7968496	0.7598450	0.6899107	0.5856824	1.1680890	0.3971724	0.2123041	0.1979474	0.0751134	0.0663367	0.2076386	0.0312275	0.0160645	0.1305058	0.3947079	0.2143687	0.2626981	-155956.297
186000	1.7177853	0.8934558	0.7968496	0.7714334	0.7248390	0.5813473	1.1106546	0.3884899	0.2141049	0.1928951	0.0737739	0.0689363	0.2074606	0.0230732	0.0168630	0.1350397	0.2420781	0.1962102	0.2996855	-155970.917
186010	1.6734362	0.8975108	0.8187332	0.7847838	0.7248390	0.5656543	1.0484686	0.3752466	0.2216299	0.1978950	0.0754260	0.0689363	0.2200961	0.0184612	0.0233591	0.1145460	0.1806590	0.2862535	0.1260404	-155958.226
186020	1.6651186	0.8991692	0.8120298	0.7847838	0.7341595	0.5423982	1.0640169	0.3741349	0.2264507	0.2016210	0.0797170	0.0743775	0.2200961	0.0241534	0.0133870	0.1335422	0.1806590	0.2406218	0.2665137	-155960.237
186030	1.6433264	0.8959953	0.8382805	0.7822051	0.7151292	0.5385134	1.1101596	0.3694578	0.2264507	0.1991073	0.0797170	0.0743775	0.2168828	0.0265496	0.0205475	0.1445461	0.2315770	0.2365472	0.4094580	-155956.105
